"","ReleaseDate","Title","ProductionBudget","OpeningWeekend","DomesticBox Office","WorldwideBox Office","Trailer","Genre","Running_Time","Keywords","Franchise"
"669","2020","Guardians of the Galaxy Vol 3","","","","","","Action",NA,NA,"Marvel Cinematic UniverseGuardians of the Galaxy"
"670","Aug 2, 2019","The New Mutants","","","","","Play","Action",NA,"Marvel Comics, The Past Catching up with You, Survival Horror","X-Men"
"671","Jun 7, 2019","Dark Phoenix","","","","","Play","Action",NA,"Marvel Comics, Mutants, Psychics, Good vs. Evil","X-Men"
"672","May 3, 2019","Untitled Avengers Movie","","","","","","Action",NA,NA,"Marvel Cinematic Universe"
"673","Mar 8, 2019","Captain Marvel","","","","","Play","Action",NA,"War, Marvel Comics","Marvel Cinematic Universe"
"674","Dec 14, 2018","Spider-Man: Into The Spider…","","","","","Play","Adventure",NA,NA,NA
"675","Oct 5, 2018","Venom","$116,000,000","$80,255,756","$210,031,043","$780,531,043","Play","Action","112 minutes","Parasite, Investigative Journalist, Marvel Comics, Super Villains, Mad Scientist, Body Horror, Scene in End Credits","Sony’s Marvel Universe"
"676","Jul 6, 2018","Ant-Man and the Wasp","$130,000,000","$75,812,205","$216,648,740","$617,260,330","Play","Action","118 minutes","Marvel Comics, Tiny Worlds, Fugitive / On the Run, House Arrest, Father's Footsteps, Dysfunctional Family, Ensemble, Prologue, 1980s, Intertitle, FBI, Corrupt Cops, Scientific Experiment Gone Awry, Inventor","Ant-ManMarvel Cinematic Universe"
"677","May 18, 2018","Deadpool 2","$110,000,000","$125,507,153","$318,491,426","$733,809,601","Play","Action","119 minutes","Marvel Comics, Breaking the Fourth Wall, Time Travel, Rescue, Mercenaries, Mutants","DeadpoolX-Men"
"678","Apr 27, 2018","Avengers: Infinity War","$300,000,000","$257,698,183","$678,815,482","$2,008,425,124","Play","Action","156 minutes","Marvel Comics, Robot, End of the World, Hallucinations, Super Villains, Ensemble, Franchise Crossover, Outer Space, Gods and Goddesses, Non-Chronological, Death of a Sibling","Marvel Cinematic Universe"
"679","Feb 16, 2018","Black Panther","$200,000,000","$202,003,951","$700,059,566","$1,347,071,259","Play","Action","120 minutes","Martial Arts, Marvel Comics, Royalty, Magical Technology, World War III, Civil War, Rebellion, Ensemble, Africa, Fictional Country, Prologue, 1990s, Intertitle, Undercover, London, England, South Korea, Seoul, Non-Chronological, Dysfunctional Family, Scene in End Credits","Marvel Cinematic Universe"
"680","Nov 3, 2017","Thor: Ragnarok","$180,000,000","$122,744,989","$315,058,289","$846,980,024","Play","Action","130 minutes","Marvel Comics, Norse Mythology, Gods and Goddesses, End of the World, Prophecy, Underworld, Gladiators, Directing Yourself, Dysfunctional Family, Unexpected Families, Adult Child Dealing with the Death of a Parent, Non-Chronological, Gratuitous Cameos","ThorMarvel Cinematic UniverseHulk"
"681","Jul 7, 2017","Spider-Man: Homecoming","$175,000,000","$117,027,503","$334,201,140","$880,070,886","Play","Action","133 minutes","Marvel Comics, Reboot, Super Villains, High School, Coming of Age, Secret Identity, Revenge","Spider-ManMarvel Cinematic Universe"
"682","May 5, 2017","Guardians of the Galaxy Vol 2","$200,000,000","$146,510,104","$389,813,101","$862,317,259","Play","Action","136 minutes","Marvel Comics, Humans as Aliens, Interspecies Romance, Romance, Unrequited Love, Adopted Family, Family Affair, Sibling Rivalry, Family Secrets, Psychics, Animal Lead, Talking Animals, Visual Effects, Digital Cinematography, 3-D, 3-D - Shot in 3-D, Ensemble, Gratuitous Cameos, Intertitle, 1980s, Dysfunctional Family","Marvel Cinematic UniverseGuardians of the Galaxy"
"683","Mar 3, 2017","Logan","$127,000,000","$88,411,916","$226,277,068","$615,476,965","Play","Action","135 minutes","Road Trip, Mutants, Autumn Years, Dystopia, Bad Role Models, Psychics, Marvel Comics, Faulty Memory, Cloning, Unexpected Families, Fugitive / On the Run, Super Soldiers, Near Future, 2020s, Money Troubles, Medical Crimes, Human Experimentation, Corporate Malfeasance","WolverineX-Men"
"684","Nov 4, 2016","Doctor Strange","$165,000,000","$85,058,311","$232,641,920","$676,486,457","Play","Action","115 minutes","Marvel Comics, Secret Magic, Origin Story, Car Accident, Paralysis / Loss of a Limb, New York City, London, Hong Kong, Alternative Dimensions / Parallel universe, Same Actor, Multiple Roles, Scene in End Credits, Demons","Marvel Cinematic Universe"
"685","May 27, 2016","X-Men: Apocalypse","$178,000,000","$65,769,562","$155,442,489","$542,708,779","Play","Action","136 minutes","Marvel Comics, Mutants, Visual Effects, End of the World, Ancient Egypt","X-Men"
"686","May 6, 2016","Captain America: Civil War","$250,000,000","$179,139,142","$408,084,349","$1,140,871,507","Play","Action","146 minutes","Marvel Comics, Friends turned Enemies, Government Corruption, Rebellion, 1990s, Prologue, Scene in End Credits, Framed, Gratuitous Cameos, Visual Effects, Intertitle, Assassination, Young Child Dealing with the Death of a Parent, Siberia, Nigeria, Russia, Revenge, Death of a Spouse or Fiancée / Fiancé, Death of a Son or Daughter, Surprise Twist, Super Soldier Serum, Voiceover/Narration","Captain AmericaMarvel Cinematic Universe"
"687","Feb 12, 2016","Deadpool","$58,000,000","$132,434,639","$363,070,709","$801,029,249","Play","Action","107 minutes","Terminal Illness, Cancer, Special Ops, Romance, Medical Crimes, Human Experimentation, Revenge, Gratuitous Cameos, Development Hell, Marvel Comics","X-MenDeadpool"
"688","Aug 7, 2015","Fantastic Four","$120,000,000","$25,685,737","$56,117,548","$167,977,596","Play","Action","100 minutes","Development Hell, Scientific Experiment Gone Awry, Famously Bad, Area 51, Origin Story, Marvel Comics, Reboot, Alternative Dimensions / Parallel universe, End of the World, 2000s, Surprise Twist, Character POV shot","Fantastic Four"
"689","Jul 17, 2015","Ant-Man","$130,000,000","$57,225,526","$180,202,163","$518,860,086","Play","Action","117 minutes","Marvel Comics, Shrinking, Origin Story, Heist, Life on the Outside, Inventor, Going Legit, San Francisco, Screenplay Written By the Star, Gratuitous Cameos, Intertitle, 1980s, Training Montage, Mad Scientist, Prologue, Non-Chronological, Death of a Spouse or Fiancée / Fiancé, Young Child Dealing with the Death of a Parent","Marvel Cinematic UniverseAnt-Man"
"690","May 1, 2015","Avengers: Age of Ultron","$330,600,000","$191,271,109","$459,005,868","$1,405,057,855","Play","Action","141 minutes","Marvel Comics, Robot, End of the World, Hallucinations","Marvel Cinematic Universe"
"691","Aug 1, 2014","Guardians of the Galaxy","$170,000,000","$94,320,883","$333,172,112","$770,867,516","Play","Action","121 minutes","Marvel Comics, Heist, End of the World, Alien Abduction, Orphan, Smuggler, Hitmen, Mercenaries, Animal Lead, Talking Animals, Redemption, Ensemble, Intertitle, Prologue, Terminal Illness, Young Child Dealing with the Death of a Parent, Gratuitous Cameos, Prison, Prison Break, Cruel Wardens or Prison Guards","Marvel Cinematic UniverseGuardians of the Galaxy"
"692","May 2, 2014","The Amazing Spider-Man 2","$200,000,000","$91,608,337","$202,853,933","$708,996,336","Play","Action","141 minutes","3-D, Corporate Malfeasance, Revenge, Terminal Illness, Genetic Engineering, 3-D - Shot in 3-D, Marvel Comics","Spider-Man"
"693","Apr 4, 2014","Captain America: The Winter…","$170,000,000","$95,023,721","$259,746,958","$714,401,889","Play","Action","135 minutes","3-D, Terrorism, Government Corruption, Surprise Twist, Marvel Comics, Non-Chronological, Cyborg, Epilogue, Scene in End Credits, Hostage, Intertitle, Rescue, Faked Death, Returning Soldiers, Old Age Makeup","Captain AmericaMarvel Cinematic Universe"
"694","Nov 8, 2013","Thor: The Dark World","$150,000,000","$85,737,841","$206,362,140","$644,602,516","Play","Action","111 minutes","Gods and Goddesses, Sibling Rivalry, End of the World, Adopted Family, Marvel Comics, Scene in End Credits, Surprise Twist, Voiceover/Narration, Prologue, Invented Language, Intertitle, Non-Chronological, Revenge, Gratuitous Cameos, Death of a Spouse or Fiancée / Fiancé, Young Child Dealing with the Death of a Parent, 3-D","ThorMarvel Cinematic Universe"
"695","Jul 26, 2013","The Wolverine","$115,000,000","$53,113,752","$132,556,852","$416,456,852","Play","Action","126 minutes","Romance, Marvel Comics, Organized Crime, Mutants, Depression, PTSD, Scene in End Credits, 3-D","WolverineX-Men"
"696","May 3, 2013","Iron Man 3","$200,000,000","$174,144,585","$408,992,272","$1,215,392,272","Play","Action","130 minutes","Marvel Comics, Terrorism, False Identity, Addiction, Artificial Intelligence, Robot, Government Corruption, Non-Chronological, Super Soldiers, Surprise Twist, Visual Effects, Prologue, Voiceover/Narration, Intertitle, Gratuitous Cameos, Epilogue, 3-D, 1990s, Archival Footage of Previous Installment, PTSD, Scene in End Credits","Iron ManMarvel Cinematic Universe"
"697","Jul 3, 2012","The Amazing Spider-Man","$220,000,000","$62,004,688","$262,030,663","$757,890,267","Play","Adventure","136 minutes","Marvel Comics, 3-D, Secret Identity, First Love, Visual Effects, Abandoned Child, Vigilante, Reboot, Inventor, Mad Scientist, IMAX: DMR","Spider-Man"
"698","May 4, 2012","The Avengers","$225,000,000","$207,438,708","$623,279,547","$1,517,935,897","Play","Action","143 minutes","Marvel Comics, 3-D, Gods and Goddesses, Mutants, Visual Effects, Special Ops, Alien Invasion, Revenge, Franchise Crossover, Non-Chronological, Ensemble, Gratuitous Cameos, Epilogue, Scene in End Credits, IMAX: DMR, Sequel With Lead Character Recast, Good vs. Evil, Faked Death, Mind Control","Marvel Cinematic Universe"
"699","Feb 17, 2012","Ghost Rider: Spirit of Veng…","$57,000,000","$22,115,334","$51,774,002","$149,217,355","Play","Action","95 minutes","3-D, Visual Effects, Demons, Good vs. Evil, Marvel Comics, Sequels Without Their Original Stars","Ghost Rider"
"700","Jul 22, 2011","Captain America: The First …","$140,000,000","$65,058,524","$176,654,505","$370,569,776","Play","Action","124 minutes","Marvel Comics, 3-D, Origin Story, World War II, Epilogue, Good vs. Evil, Nazis, Prologue, Non-Chronological, War, Orphan, Presumed Dead, Occult, Visual Effects, Gratuitous Cameos, Super Soldier Serum, Rescue, Intertitle, Norse Mythology","Captain AmericaMarvel Cinematic Universe"
"701","Jun 3, 2011","X-Men: First Class","$160,000,000","$55,101,604","$146,408,305","$355,408,305","Play","Action","132 minutes","Mutants, Boarding School, New Guy/Girl in School, Prequel, Ensemble, Gratuitous Cameos, Marvel Comics, Political, LGBT, Religious, Non-Chronological, Nazis, Terrorism","X-Men"
"702","May 6, 2011","Thor","$150,000,000","$65,723,338","$181,030,624","$449,326,618","Play","Action","113 minutes","Marvel Comics, Gods and Goddesses, Banishment, Dysfunctional Family, Revenge, Romance, Culture Clash, Cross-Class Romance, Academics, 3-D, Prologue, Non-Chronological, Voiceover/Narration, Sword & Sorcerer, Visual Effects, Epilogue, IMAX: DMR, Scene in End Credits, Origin Story, New Mexico, Field Scientists, Adopted Family, False Identity, Family Secrets, Norse Mythology","ThorMarvel Cinematic Universe"
"703","May 7, 2010","Iron Man 2","$170,000,000","$128,122,480","$312,433,331","$621,156,389","Play","Action","125 minutes","Marvel Comics, Inventor, Revenge, Cold War, IMAX: DMR, Sequel With Lead Character Recast, Voiceover/Narration, Intertitle, Moscow, Gratuitous Cameos, Scene in End Credits, Adult Child Dealing with the Death of a Parent, Falsely Accused, Medical and Hospitals, Terminal Illness, Archival Footage of Previous Installment, Washington, D.C., Monaco, Auto Racing, Professional Rivalry, Robot","Iron ManMarvel Cinematic Universe"
"704","May 1, 2009","X-Men Origins: Wolverine","$150,000,000","$85,058,003","$179,883,157","$374,825,760","","Action","107 minutes","Marvel Comics","X-MenWolverine"
"705","Dec 5, 2008","Punisher: War Zone","$35,000,000","$4,271,451","$8,050,977","$10,157,534","","Action","103 minutes",NA,"Punisher"
"706","Jun 13, 2008","The Incredible Hulk","$137,500,000","$55,414,050","$134,806,913","$265,573,859","","Adventure","112 minutes","Marvel Comics, Mutants, Gratuitous Cameos, Fugitive / On the Run, Medical and Hospitals, Brazil, Intertitle, Super Soldiers, Special Ops, Super Soldier Serum, Human Experimentation","HulkMarvel Cinematic Universe"
"707","May 2, 2008","Iron Man","$186,000,000","$102,118,668","$318,604,126","$585,171,547","","Adventure","126 minutes","Marvel Comics, Corporate Malfeasance, Surprise Twist, Kidnap, Terrorism, Afghanistan War, Scene in End Credits, Arms Dealer, Inventor, Voiceover/Narration, Non-Chronological, Intertitle, Gratuitous Cameos, Origin Story","Iron ManMarvel Cinematic Universe"
"708","Jun 15, 2007","Fantastic Four: Rise of the…","$120,000,000","$58,051,684","$131,921,738","$289,480,691","","Action","91 minutes","Marvel Comics, Alien Invasion, End of the World, Visual Effects","Fantastic Four"
"709","May 4, 2007","Spider-Man 3","$258,000,000","$151,116,516","$336,530,303","$894,860,230","","Adventure","139 minutes","Marvel Comics, Revenge, IMAX: DMR, Escape, Death of a Best Friend, Faulty Memory, College, College Professor, 2000s, Nightclub, Hostage","Spider-Man"
"710","Jul 8, 2005","Fantastic Four","$87,500,000","$56,061,504","$154,696,080","$333,132,750","","Action","106 minutes","Marvel Comics, Visual Effects","Fantastic Four"
"711","Jan 14, 2005","Elektra","$65,000,000","$12,804,793","$24,409,722","$56,824,633","","Action","97 minutes","Marvel Comics, Visual Effects, Non-Chronological",NA
"712","Jun 30, 2004","Spider-Man 2","$200,000,000","$88,156,227","$373,524,485","$795,110,670","","Adventure","127 minutes","Marvel Comics, Visual Effects, IMAX: DMR, Mental Illness, Artificial Intelligence, Cyborg","Spider-Man"
"713","Apr 16, 2004","The Punisher","$33,000,000","$13,834,527","$33,664,370","$54,533,774","","Action","124 minutes","Marvel Comics, Revenge","Punisher"
"714","Jun 20, 2003","Hulk","$137,000,000","$62,128,420","$132,177,234","$245,075,434","","Action","138 minutes","Marvel Comics, Visual Effects, Split Screen","Hulk"
"715","Feb 14, 2003","Daredevil","$80,000,000","$40,310,418","$102,543,518","$182,782,518","","Action","125 minutes","Marvel Comics, Visual Effects, Film Noir",NA
"716","May 3, 2002","Spider-Man","$139,000,000","$114,844,116","$403,706,375","$821,706,375","","Adventure","121 minutes","Death of Other Extended Family, Visual Effects, Marvel Comics, Hallucinations, Mental Illness, Split Personality","Spider-Man"
"717","Jul 14, 2000","X-Men","$75,000,000","$54,471,475","$157,299,717","$296,872,367","","Action","104 minutes","Visual Effects, Marvel Comics, Mutants, Terrorism, 2000s, High School, New York, 1940s, Nazis","X-Men"
"718","","","","","","","",NA,NA,NA,NA
"719","Averages","","$153,479,070","$94,202,591","$256,583,136","$647,517,771","",NA,NA,NA,NA
"720","Totals","49","$6,599,600,000","","$11,033,074,860","$27,843,264,150","",NA,NA,NA,NA
"721","2019","Crawl","","","","","","Horror",NA,NA,NA
"722","Nov 16, 2018","Instant Family","","$14,700,000","$14,700,000","$14,700,000","Play","Comedy","119 minutes","Unexpected Families, Family Movie, Adopted Family, Orphan, Young Child Dealing with the Death of a Parent",NA
"723","Nov 9, 2018","Overlord","","$10,202,108","$17,742,889","$26,759,501","Play","Action","109 minutes","World War II, Nazis, Scientific Experiment Gone Awry, Behind Enemy Lines, Occult, Super Soldiers",NA
"724","Nov 2, 2018","Nobody’s Fool","$19,000,000","$13,743,111","$28,887,618","$29,152,618","Play","Drama","110 minutes","African-American, Life on the Outside, Dysfunctional Family, Romance, Internet Dating, Catfishing",NA
"725","Jul 27, 2018","Mission: Impossible—Fallout","$178,000,000","$61,236,534","$220,159,104","$787,978,070","Play","Action","147 minutes","C.I.A., Secret Agent, Hitmen, 3-D, Prison Break, Ensemble","Mission: Impossible"
"726","Jun 1, 2018","Action Point","$19,000,000","$2,390,164","$5,059,608","$5,103,675","Play","Comedy","84 minutes","Daredevil, Amusement Park, Prologue, Non-Chronological, Corporations vs. Mom and Pop Store, Dysfunctional Family, Old Age Makeup",NA
"727","May 18, 2018","Book Club","$10,000,000","$13,582,231","$68,566,296","$89,761,473","Play","Comedy","104 minutes","Widow/Widower, Death of a Spouse or Fiancée / Fiancé, Relationships Gone Wrong, Romance",NA
"728","Apr 6, 2018","A Quiet Place","$17,000,000","$50,203,562","$188,024,361","$334,524,361","Play","Horror","95 minutes","Near Future, 2020s, Directing Yourself, Screenplay Written By the Star, Deaf, Sign Language, Limited Dialogue, Family Affair, Psychological Horror, Relatives Playing Relatives, Isolation Horror, Life on a Farm, Alien Invasion, Intertitle, Prologue",NA
"729","Mar 23, 2018","Sherlock Gnomes","$59,000,000","$10,604,774","$43,242,871","$87,650,172","Play","Adventure","86 minutes","Private Investigator, Romance, Animated Inanimate Objects, Delayed Sequel, Missing Person","Gnomeo and Juliet"
"730","Feb 23, 2018","Annihilation","$55,000,000","$11,071,584","$32,732,301","$43,070,915","Play","Thriller/Suspense","115 minutes","Unnamed Character, Environment, Scientific Expedition, Isolation Horror",NA
"731","Dec 22, 2017","Downsizing","$68,000,000","$4,954,287","$24,449,754","$48,681,134","Play","Comedy","135 minutes","Tiny Worlds, Human Experimentation, Therapists / Therapy, Therapist, Relationships Gone Wrong, Gratuitous Cameos",NA
"732","Nov 10, 2017","Daddy’s Home 2","$70,000,000","$29,651,193","$104,029,443","$175,809,810","Play","Comedy","100 minutes","Step-Family, Dysfunctional Family, Christmas, Christmas in November","Daddy’s Home"
"733","Oct 20, 2017","Same Kind of Different as Me","","$2,591,985","$6,423,605","$6,423,605","Play","Drama","120 minutes","Faith-Based, Dysfunctional Family, Homeless, Prophetic Dreams, Dream Sequence, Romance",NA
"734","Sep 15, 2017","mother!","$30,000,000","$7,534,673","$17,800,004","$42,531,278","Play","Thriller/Suspense","108 minutes","Dysfunctional Family, Film Actor, Psychological Thriller",NA
"735","Jun 21, 2017","Transformers: The Last Knight","$217,000,000","$44,680,073","$130,168,683","$602,893,340","Play","Action","148 minutes","Robot, War, Archaeology, Car Chase, Redemption, Prologue, Voiceover/Narration","Transformers"
"736","May 25, 2017","Baywatch","$60,000,000","$18,503,871","$58,060,186","$175,869,759","Play","Comedy","119 minutes","Lifeguard, California, Professional Rivalry, Organized Crime, Amatuer Slueth, Adapted as a Comedy",NA
"737","Mar 31, 2017","Ghost in the Shell","$110,000,000","$18,676,033","$40,563,557","$167,918,847","Play","Action","100 minutes","Live Action Cartoon, Robot, Cyborg, Dystopia, Implanted Memory, Organized Crime",NA
"738","Feb 3, 2017","Rings","$25,000,000","$13,002,632","$27,793,018","$82,933,201","Play","Horror","102 minutes","Supernatural, Curses, Delayed Sequel, Development Hell, Delayed Release","Ring"
"739","Jan 20, 2017","xXx: Return of Xander Cage","$85,000,000","$20,130,142","$44,898,413","$345,044,476","Play","Action","110 minutes","Delayed Sequel, Sequels With Returning Stars, Secret Agent, Extreme Sports, Out of Retirement, Faked Death, Conspiracy Theory","xXx"
"740","Jan 13, 2017","Monster Trucks","$125,000,000","$10,950,705","$33,370,166","$61,642,798","Play","Adventure","104 minutes","Monster, Monster Trucks, Friendly Alien on Earth, Development Hell",NA
"741","Dec 16, 2016","Fences","$24,000,000","$129,462","$57,682,904","$64,282,881","Play","Drama","133 minutes","Directing Yourself, Novel or Other Work Adapted by Author, Pittsburgh, 1950s, Former Professional Athlete, Baseball, African-American, 2017 Oscars Best Picture Nominee",NA
"742","Nov 23, 2016","Allied","$106,000,000","$12,701,743","$40,098,064","$119,280,834","Play","Drama","124 minutes","1940s, North Africa, World War II, Secret Agent, Dysfunctional Family",NA
"743","Nov 11, 2016","Arrival","$47,000,000","$24,074,047","$100,546,139","$203,162,211","Play","Drama","116 minutes","First Contact, Surprise Twist, Single Parent, Nightmare, Dream Sequence, Time Travel, 2017 Oscars Best Picture Nominee",NA
"744","Oct 21, 2016","Jack Reacher: Never Go Back","$60,000,000","$22,872,490","$58,697,076","$159,949,448","Play","Action","118 minutes","Falsely Accused, Government Corruption, Conspiracy Theory, Prison Break","Jack Reacher"
"745","Oct 14, 2016","Max Steel","$10,000,000","$2,182,216","$3,818,664","$4,563,080","Play","Action","91 minutes","Friendly Alien on Earth, Origin Story, Single Parent, Father's Footsteps, Development Hell",NA
"746","Aug 26, 2016","The Intervention","","$23,316","$32,919","$32,919","","Drama","89 minutes","Wedding Planning, Addiction, Vacation, Early / Simultaneous Video on Demand release, Relationships Gone Wrong, Directing Yourself, Screenplay Written By the Star, Actors Making Their Directorial Debut",NA
"747","Aug 19, 2016","Ben-Hur","$95,000,000","$11,203,815","$26,410,477","$91,669,721","Play","Drama","123 minutes","Remake, Religious, Adopted Family, Dysfunctional Family, Falsely Accused, Slavery, Revenge, Miscellaneous Racing, Ancient Rome, Bible Epic",NA
"748","Aug 12, 2016","Florence Foster Jenkins","$29,000,000","$6,601,313","$27,383,770","$56,017,691","Play","Drama","110 minutes","Opera, Singers, Biography, New York City, Celebrity Worship",NA
"749","Jul 22, 2016","Star Trek Beyond","$185,000,000","$59,253,211","$158,848,340","$335,802,233","Play","Adventure","122 minutes","Posthumous Release, Screenplay Written By the Star, Marooned, Prologue, Ambush, Voiceover/Narration, Relationships Gone Wrong, Invented Language, Surprise Twist","Star Trek"
"750","Jun 3, 2016","Teenage Mutant Ninja Turtle…","$135,000,000","$35,316,382","$82,051,601","$245,509,353","Play","Adventure","112 minutes","Live Action Cartoon, Mutants, Mad Scientist, Revenge, Alternative Dimensions / Parallel universe, Independent/Other Comics, Ninja, Unbelieving Police, Car Chase, Vigilante, Fired","Teenage Mutant Ninja Turtles"
"751","Mar 30, 2016","Everybody Wants Some","$10,000,000","$312,355","$3,400,278","$5,437,126","","Comedy","116 minutes","College, 1980s, College Sports, Baseball, Intertitle, Romance, Relationships Gone Wrong, Relationship Advice, Hazing, Pregnancy Scare",NA
"752","Mar 11, 2016","10 Cloverfield Lane","$5,000,000","$24,727,437","$72,082,999","$108,286,422","Play","Thriller/Suspense","103 minutes","Kidnap, Post Apocalypse, Escape, Survivalist, Car Accident, One Location, Secret Sequel, Isolation Horror","Cloverfield"
"753","Mar 4, 2016","Whiskey Tango Foxtrot","$35,000,000","$7,450,275","$23,083,334","$25,350,747","Play","Comedy","111 minutes","War Correspondent, War, Afghanistan War, Romance",NA
"754","Feb 12, 2016","Zoolander 2","$50,000,000","$13,841,146","$28,848,693","$55,348,693","Play","Comedy","102 minutes","Directing Yourself, Screenplay Written By the Star, Fashion, Models, Delayed Sequel, Gratuitous Cameos, Prologue, Intertitle, Interpol, Assassination, Pop Music, Non-Chronological, 2000s, Death of a Spouse or Fiancée / Fiancé, Young Child Dealing with the Death of a Parent, Orphanage, Archival Footage of Previous Installment, Retirement, Out of Retirement, Comeback, Friendly Ghost, False Identity, Surprise Twist, Romance","Zoolander"
"755","Jan 15, 2016","13 Hours: The Secret Soldie…","$50,000,000","$16,194,738","$52,853,219","$69,411,370","Play","Drama","144 minutes","Libya, 2010s, Terrorism",NA
"756","Dec 30, 2015","Anomalisa","$8,000,000","$135,222","$3,759,286","$5,706,168","Play","Adventure","90 minutes","Novel or Other Work Adapted by Author, Alternate or Altered Realities, Cincinnati, Los Angeles, Mental Illness, Dysfunctional Family, Relationships Gone Wrong",NA
"757","Dec 25, 2015","Daddy’s Home","$50,000,000","$38,740,203","$150,357,137","$242,757,137","Play","Comedy","96 minutes","Step-Family, Dysfunctional Family","Daddy’s Home"
"758","Oct 30, 2015","Scouts Guide to the Zombie …","$15,000,000","$1,841,007","$3,703,046","$15,554,855","Play","Comedy","93 minutes","Zombies, Delayed Adulthood, Strippers / Stripping, Rescue, Breaking the Fourth Wall, Surprise Twist, Scene in End Credits, Coming of Age, Split Screen, Horror Comedy",NA
"759","Oct 23, 2015","Paranormal Activity: The Gh…","$10,000,000","$8,070,493","$18,297,124","$78,096,553","Play","Horror","88 minutes","Haunted House, Hauntings, Supernatural, Found Footage, Demons, 1990s, 2000s, Time Travel, Exorcism","Paranormal Activity"
"760","Sep 18, 2015","Captive","$2,000,000","$1,395,378","$2,583,301","$2,791,973","Play","Drama","97 minutes","Prison Break, Fugitive / On the Run, Hostage, Home Invasion, Faith-Based",NA
"761","Jul 31, 2015","Mission: Impossible—Rogue…","$150,000,000","$55,520,089","$195,042,377","$689,388,363","Play","Action","131 minutes","Secret Agent, Hitmen","Mission: Impossible"
"762","Jul 1, 2015","Terminator: Genisys","$155,000,000","$27,018,486","$89,760,956","$432,150,894","Play","Action","126 minutes","War, End of the World, Post Apocalypse, Robot, Artificial Intelligence, Time Travel, Same Role, Multiple Actors, Same Actor, Multiple Roles, Reboot, Visual Effects","Terminator"
"763","Feb 20, 2015","Hot Tub Time Machine 2","$14,000,000","$5,963,324","$12,314,651","$12,452,601","Play","Comedy","93 minutes","Time Travel, Sequels Without Their Original Stars, Buddy Comedy, Internet, Singers, Music Industry","Hot Tub Time Machine"
"764","Mar 28, 2014","Noah","$130,000,000","$43,720,472","$101,200,044","$352,831,065","Play","Drama","137 minutes","3-D, Religious, Disaster, Extreme Weather, Visual Effects, Adopted Family, 3-D - Shot in 3-D, Digital Cinematography, Orphan, Prologue, Intertitle, Young Child Dealing with the Death of a Parent, Angels",NA
"765","Oct 25, 2013","Jackass Presents: Bad Grandpa","$15,000,000","$32,055,177","$102,003,019","$160,903,019","Play","Comedy","92 minutes","Road Trip, Improvised, Dysfunctional Family, Old Age Makeup, Non-Chronological, Scene in End Credits","JackassBad Grandpa"
"766","May 16, 2013","Star Trek Into Darkness","$190,000,000","$70,165,559","$228,778,661","$467,381,584","Play","Adventure","132 minutes","Genetic Engineering, Surprise Twist, Secret Agent, Secret Identity, Terrorism, Government Corruption, Ensemble, Prologue, Intertitle, Humans as Aliens, Invented Language, 3-D","Star Trek"
"767","May 3, 2013","Iron Man 3","$200,000,000","$174,144,585","$408,992,272","$1,215,392,272","Play","Action","130 minutes","Marvel Comics, Terrorism, False Identity, Addiction, Artificial Intelligence, Robot, Government Corruption, Non-Chronological, Super Soldiers, Surprise Twist, Visual Effects, Prologue, Voiceover/Narration, Intertitle, Gratuitous Cameos, Epilogue, 3-D, 1990s, Archival Footage of Previous Installment, PTSD, Scene in End Credits","Iron ManMarvel Cinematic Universe"
"768","Mar 27, 2013","G.I. Joe: Retaliation","$140,000,000","$40,501,814","$122,523,060","$375,740,705","Play","Action","110 minutes","Framed, Terrorism, Stolen Identity, Government Corruption, 3-D, 3-D - Post-production Conversion","G.I. Joe"
"769","Jan 25, 2013","Hansel & Gretel: Witch Hunters","$50,000,000","$19,690,956","$55,703,475","$214,949,716","Play","Action","100 minutes","Revenge, Bounty Hunter, Surprise Twist, Rescue, 3-D, 3-D - Shot in 3-D, Witches, Prologue, Voiceover/Narration, Visual Effects, Corrupt Cops, Non-Chronological, Digital Cinematography",NA
"770","Dec 21, 2012","Jack Reacher","$60,000,000","$15,210,156","$80,070,736","$217,370,736","Play","Drama","130 minutes","Falsely Accused, Returning Soldiers, Police Procedural, Organized Crime, Private Investigator, Faulty Memory, Gulf War, Non-Chronological, Sex Crimes, War Crimes, Corrupt Cops, Prologue, Epilogue","Jack Reacher"
"771","Dec 19, 2012","The Guilt Trip","$40,000,000","$5,290,629","$37,134,215","$41,294,674","Play","Comedy","95 minutes","Gratuitous Cameos, Road Trip, Inventor, Widow/Widower, Dysfunctional Family, Voiceover/Narration, Scene in End Credits",NA
"772","Nov 2, 2012","Flight","$31,000,000","$24,900,566","$93,772,375","$160,558,438","Play","Drama","138 minutes","In a Plane, Lawyers, Disaster, Courtroom Drama, Addiction",NA
"773","Oct 26, 2012","Fun Size","$14,000,000","$4,101,017","$9,409,538","$11,166,615","Play","Comedy","86 minutes","Halloween, Babysitters, Dysfunctional Family, Missing Person, Romance, Voiceover/Narration, Mid-Life Crisis, LGBT, Young Child Dealing with the Death of a Parent, Widow/Widower, Death of a Spouse or Fiancée / Fiancé, Coming of Age",NA
